niche,content_format,platform,total_pieces,avg_views,avg_revenue,total_revenue,avg_production_hours,avg_revenue_per_hour,converting_pieces,avg_engagement_likes,avg_saves,conversion_rate,revenue_per_view
Beauty & Fashion,YouTube Short,LinkedIn,7,31347.571428571428,5364.0142857142855,37548.1,1.2142857142857142,4723.698571428571,3,1668.7142857142858,864.0,0.4286,0.171114
Beauty & Fashion,YouTube Short,Substack,8,26318.75,3519.4762499999997,28155.809999999998,1.25,2603.575,3,1903.5,591.5,0.375,0.133725
Beauty & Fashion,YouTube Short,TikTok,5,74248.2,0.0,0.0,1.08,0.0,0,7620.4,3197.6,0.0,0.0
Beauty & Fashion,YouTube Short,Twitter/X,3,7494.0,150.22333333333333,450.67,1.4666666666666668,90.54,1,185.33333333333334,263.3333333333333,0.3333,0.020046
Beauty & Fashion,YouTube Short,YouTube,3,32126.0,0.0,0.0,1.4333333333333333,0.0,0,1495.3333333333333,1439.3333333333333,0.0,0.0
Beauty & Fashion,YouTube Video,Instagram,6,27701.666666666668,18222.058333333334,109332.35,6.316666666666666,2706.86,1,1542.5,1016.0,0.1667,0.657796
Beauty & Fashion,YouTube Video,LinkedIn,5,17508.4,0.0,0.0,6.26,0.0,0,979.4,709.4,0.0,0.0
Beauty & Fashion,YouTube Video,Substack,1,5878.0,0.0,0.0,6.7,0.0,0,574.0,276.0,0.0,0.0
Beauty & Fashion,YouTube Video,TikTok,9,106620.33333333333,3579.6422222222222,32216.78,7.155555555555556,468.97222222222223,4,8481.444444444445,2846.8888888888887,0.4444,0.033574
Beauty & Fashion,YouTube Video,Twitter/X,6,27603.5,6130.153333333333,36780.92,7.1499999999999995,1230.5133333333333,3,1420.5,993.8333333333334,0.5,0.222079
Beauty & Fashion,YouTube Video,YouTube,8,120289.75,340.81,2726.48,7.2625,70.93125,1,7182.75,4673.75,0.125,0.002833
Business & Entrepreneurship,Instagram Post,Instagram,8,253448.25,0.0,0.0,1.1875,0.0,0,18095.5,4879.125,0.0,0.0
Business & Entrepreneurship,Instagram Post,LinkedIn,6,92260.5,9.096666666666666,54.58,1.0666666666666667,8.436666666666666,1,7060.0,3214.1666666666665,0.1667,9.9e-05
Business & Entrepreneurship,Instagram Post,Substack,7,30450.428571428572,822.4214285714286,5756.95,1.3714285714285714,597.7657142857144,2,2096.0,460.0,0.2857,0.027009
Business & Entrepreneurship,Instagram Post,TikTok,6,71900.16666666667,9255.185,55531.11,1.3333333333333333,5997.099999999999,1,4903.333333333333,1111.3333333333333,0.1667,0.128723
Business & Entrepreneurship,Instagram Post,Twitter/X,7,274006.5714285714,159659.33285714287,1117615.33,1.2571428571428573,136314.88714285713,2,18066.0,7839.0,0.2857,0.582684
Business & Entrepreneurship,Instagram Post,YouTube,5,47097.2,684.03,3420.15,1.3399999999999999,520.476,2,2593.4,791.0,0.4,0.014524
Business & Entrepreneurship,Instagram Reel,Instagram,6,95399.83333333333,32233.433333333334,193400.6,2.3666666666666667,11093.345000000001,1,4156.0,3739.8333333333335,0.1667,0.337877
Business & Entrepreneurship,Instagram Reel,LinkedIn,7,20979.85714285714,292.30428571428575,2046.13,2.5285714285714285,159.26285714285714,1,1202.7142857142858,613.2857142857143,0.1429,0.013933
Business & Entrepreneurship,Instagram Reel,Substack,3,7718.333333333333,469.76666666666665,1409.3,2.466666666666667,120.44,1,454.6666666666667,211.33333333333334,0.3333,0.060864
Business & Entrepreneurship,Instagram Reel,TikTok,7,55649.57142857143,16246.118571428571,113722.83,2.2714285714285714,4191.528571428572,1,5594.857142857143,903.8571428571429,0.1429,0.291936
Business & Entrepreneurship,Instagram Reel,Twitter/X,5,64903.0,5339.255999999999,26696.28,2.1799999999999997,1917.0900000000001,1,3032.8,1394.4,0.2,0.082265
Business & Entrepreneurship,Instagram Reel,YouTube,5,11798.4,570.142,2850.71,2.8600000000000003,211.62800000000001,1,1082.6,502.8,0.2,0.048324
Business & Entrepreneurship,Instagram Story,Instagram,5,28854.2,9624.655999999999,48123.28,0.28,22904.807999999997,1,2136.6,541.4,0.2,0.333562
Business & Entrepreneurship,Instagram Story,LinkedIn,5,29827.8,0.0,0.0,0.36,0.0,0,1870.8,829.2,0.0,0.0
Business & Entrepreneurship,Instagram Story,Substack,5,21467.2,0.0,0.0,0.36,0.0,0,1314.2,650.6,0.0,0.0
Business & Entrepreneurship,Instagram Story,TikTok,2,7145.5,0.0,0.0,0.4,0.0,0,395.5,145.5,0.0,0.0
Business & Entrepreneurship,Instagram Story,Twitter/X,1,13788.0,0.0,0.0,0.3,0.0,0,1627.0,198.0,0.0,0.0
Business & Entrepreneurship,Instagram Story,YouTube,5,68658.0,396.13800000000003,1980.69,0.3,2275.206,1,3659.2,1794.6,0.2,0.00577
Business & Entrepreneurship,LinkedIn Post,Instagram,4,135690.75,3458.93,13835.72,1.175,2631.535,1,14957.75,5177.0,0.25,0.025491
Business & Entrepreneurship,LinkedIn Post,LinkedIn,5,426458.8,0.0,0.0,1.02,0.0,0,43820.6,6240.2,0.0,0.0
Business & Entrepreneurship,LinkedIn Post,Substack,4,32611.25,11888.235,47552.94,1.05,32577.2925,3,1818.5,471.25,0.75,0.364544
Business & Entrepreneurship,LinkedIn Post,TikTok,3,12310.333333333334,344.9766666666667,1034.93,0.9333333333333332,467.0833333333333,1,1158.0,219.33333333333334,0.3333,0.028023
Business & Entrepreneurship,LinkedIn Post,Twitter/X,7,27469.571428571428,3718.3642857142863,26028.550000000003,0.9142857142857144,4999.5371428571425,3,2096.285714285714,789.1428571428571,0.4286,0.135363
Business & Entrepreneurship,LinkedIn Post,YouTube,8,34647.125,422.635,3381.08,0.9625,339.61375,1,2635.125,831.875,0.125,0.012198
Business & Entrepreneurship,Substack Issue,Instagram,4,319809.25,0.0,0.0,3.5,0.0,0,25259.5,10823.0,0.0,0.0
Business & Entrepreneurship,Substack Issue,LinkedIn,5,67112.8,61653.376000000004,308266.88,3.28,22477.752,2,6560.6,1873.0,0.4,0.918653
Business & Entrepreneurship,Substack Issue,Substack,7,35100.142857142855,16772.725714285716,117409.08,3.057142857142857,7604.402857142857,3,1342.7142857142858,647.1428571428571,0.4286,0.477853
Business & Entrepreneurship,Substack Issue,TikTok,12,33170.5,5010.821666666667,60129.86,2.9749999999999996,1526.7066666666667,3,2656.8333333333335,912.9166666666666,0.25,0.151063
Business & Entrepreneurship,Substack Issue,Twitter/X,7,56259.42857142857,0.0,0.0,3.7857142857142856,0.0,0,2483.285714285714,1781.7142857142858,0.0,0.0
Business & Entrepreneurship,Substack Issue,YouTube,5,53848.0,10502.038,52510.19,3.66,2139.294,2,4830.0,1807.0,0.4,0.195031
Business & Entrepreneurship,TikTok,Instagram,6,68294.16666666667,382.815,2296.89,2.05,169.38666666666668,1,4719.833333333333,1092.8333333333333,0.1667,0.005605
Business & Entrepreneurship,TikTok,LinkedIn,4,27016.5,319.2175,1276.87,1.1,237.93,1,2035.25,828.75,0.25,0.011816
Business & Entrepreneurship,TikTok,Substack,6,19997.833333333332,0.0,0.0,1.95,0.0,0,1558.3333333333333,470.8333333333333,0.0,0.0
Business & Entrepreneurship,TikTok,TikTok,13,36648.46153846154,7131.786153846154,92713.22,1.4769230769230768,3101.2607692307693,4,2613.153846153846,1255.0,0.3077,0.1946
Business & Entrepreneurship,TikTok,Twitter/X,7,70247.57142857143,0.0,0.0,1.6285714285714286,0.0,0,6328.428571428572,2996.1428571428573,0.0,0.0
Business & Entrepreneurship,TikTok,YouTube,4,78431.0,44535.44,178141.76,1.8,34509.585,2,4679.25,2514.75,0.5,0.56783
Business & Entrepreneurship,YouTube Short,Instagram,6,15995.833333333334,2095.4583333333335,12572.75,1.3666666666666665,1347.86,2,1185.3333333333333,519.5,0.3333,0.131
Business & Entrepreneurship,YouTube Short,LinkedIn,1,36202.0,0.0,0.0,1.8,0.0,0,3692.0,1284.0,0.0,0.0
Business & Entrepreneurship,YouTube Short,Substack,6,53963.0,11123.296666666667,66739.78,1.3833333333333335,7286.0,3,4103.833333333333,1091.6666666666667,0.5,0.206128
Business & Entrepreneurship,YouTube Short,TikTok,7,75454.71428571429,2473.815714285714,17316.71,1.0714285714285714,2832.912857142857,2,5038.428571428572,2604.1428571428573,0.2857,0.032785
Business & Entrepreneurship,YouTube Short,Twitter/X,6,165187.16666666666,45320.79,271924.74,1.6166666666666665,27584.043333333335,3,8753.0,2266.3333333333335,0.5,0.27436
Business & Entrepreneurship,YouTube Short,YouTube,4,6926.75,341.97,1367.88,1.3,200.405,2,495.0,266.25,0.5,0.049369
Business & Entrepreneurship,YouTube Video,Instagram,10,58142.1,2259.927,22599.27,7.4799999999999995,260.849,4,5012.6,2118.2,0.4,0.038869
Business & Entrepreneurship,YouTube Video,LinkedIn,6,131142.33333333334,326.62166666666667,1959.73,7.166666666666667,45.28333333333333,1,13659.166666666666,3714.6666666666665,0.1667,0.002491
Business & Entrepreneurship,YouTube Video,Substack,4,24862.0,0.0,0.0,7.9,0.0,0,1386.0,890.25,0.0,0.0
Business & Entrepreneurship,YouTube Video,TikTok,5,39775.6,2942.9700000000003,14714.85,5.86,536.476,3,2217.4,800.4,0.6,0.073989
Business & Entrepreneurship,YouTube Video,Twitter/X,5,272937.0,0.0,0.0,7.720000000000001,0.0,0,19222.6,2219.8,0.0,0.0
Business & Entrepreneurship,YouTube Video,YouTube,6,14380.5,0.0,0.0,6.583333333333333,0.0,0,893.3333333333334,583.5,0.0,0.0
Comedy & Entertainment,Instagram Post,Instagram,5,1385526.2,1345580.736,6727903.68,1.2,712185.4099999999,2,126243.4,26424.8,0.4,0.971169
Comedy & Entertainment,Instagram Post,LinkedIn,5,119977.8,188.376,941.88,0.86,234.054,1,7946.2,3799.4,0.2,0.00157
Comedy & Entertainment,Instagram Post,Substack,7,30219.428571428572,0.0,0.0,1.1142857142857143,0.0,0,2001.5714285714287,747.1428571428571,0.0,0.0
Comedy & Entertainment,Instagram Post,TikTok,4,209445.75,6689.4425,26757.77,1.3,3815.9175,1,6359.25,2413.0,0.25,0.031939
Comedy & Entertainment,Instagram Post,Twitter/X,10,70776.3,2437.3469999999998,24373.469999999998,1.0699999999999998,1714.7369999999999,2,5295.3,2403.1,0.2,0.034437
Comedy & Entertainment,Instagram Post,YouTube,7,70916.71428571429,1986.7814285714287,13907.470000000001,1.3714285714285714,1508.56,2,4885.714285714285,2484.0,0.2857,0.028016
Comedy & Entertainment,Instagram Reel,Instagram,4,116024.75,10286.765,41147.06,2.625,3186.9775,1,4802.75,3405.75,0.25,0.08866
Comedy & Entertainment,Instagram Reel,LinkedIn,7,19937.571428571428,2004.787142857143,14033.51,2.0285714285714285,781.1214285714286,2,1163.4285714285713,491.85714285714283,0.2857,0.100553
Comedy & Entertainment,Instagram Reel,Substack,9,97331.22222222222,4682.972222222223,42146.75,2.2,2723.0333333333333,2,6046.333333333333,2766.4444444444443,0.2222,0.048114
Comedy & Entertainment,Instagram Reel,TikTok,4,26751.25,521.8275,2087.31,2.25,142.01,1,1783.75,584.5,0.25,0.019507
Comedy & Entertainment,Instagram Reel,Twitter/X,4,33233.75,1115.4325,4461.73,3.3499999999999996,327.9975,1,1551.5,1013.5,0.25,0.033563
Comedy & Entertainment,Instagram Reel,YouTube,2,190981.5,0.0,0.0,2.5,0.0,0,22537.5,3483.0,0.0,0.0
Comedy & Entertainment,Instagram Story,Instagram,7,105328.85714285714,1233.8014285714287,8636.61,0.31428571428571433,2816.7585714285715,1,7140.428571428572,2557.5714285714284,0.1429,0.011714
Comedy & Entertainment,Instagram Story,LinkedIn,8,80846.125,10140.4525,81123.62,0.3,50191.9825,2,6848.25,1991.25,0.25,0.125429
Comedy & Entertainment,Instagram Story,Substack,7,38784.42857142857,6796.165714285715,47573.16,0.3,25186.725714285712,1,3193.285714285714,1354.7142857142858,0.1429,0.175229
Comedy & Entertainment,Instagram Story,TikTok,6,11349.0,617.4816666666667,3704.8900000000003,0.3666666666666667,1402.3366666666668,2,862.5,273.0,0.3333,0.054408
Comedy & Entertainment,Instagram Story,Twitter/X,6,129621.0,11272.765,67636.59,0.3,53255.38166666666,4,11196.666666666666,3306.3333333333335,0.6667,0.086967
Comedy & Entertainment,Instagram Story,YouTube,6,18589.666666666668,604.1616666666666,3624.97,0.3166666666666667,1554.6350000000002,2,1424.1666666666667,625.3333333333334,0.3333,0.0325
Comedy & Entertainment,LinkedIn Post,Instagram,3,62484.666666666664,0.0,0.0,0.7666666666666666,0.0,0,5380.333333333333,2296.3333333333335,0.0,0.0
Comedy & Entertainment,LinkedIn Post,LinkedIn,11,59389.818181818184,5545.187272727272,60997.06,0.8727272727272727,4506.841818181819,1,4164.454545454545,1751.2727272727273,0.0909,0.093369
Comedy & Entertainment,LinkedIn Post,Substack,7,89964.14285714286,6242.26,43695.82,1.0857142857142856,14140.624285714284,1,6046.142857142857,1680.7142857142858,0.1429,0.069386
Comedy & Entertainment,LinkedIn Post,TikTok,7,37116.42857142857,13635.098571428573,95445.69,1.0,10034.814285714285,2,1976.857142857143,651.2857142857143,0.2857,0.36736
Comedy & Entertainment,LinkedIn Post,Twitter/X,6,74322.33333333333,23227.26833333333,139363.61,0.8333333333333334,31102.618333333332,1,4130.833333333333,3249.6666666666665,0.1667,0.312521
Comedy & Entertainment,LinkedIn Post,YouTube,5,17613.4,0.0,0.0,1.0,0.0,0,1254.0,517.4,0.0,0.0
Comedy & Entertainment,Substack Issue,Instagram,4,40505.25,0.0,0.0,2.775,0.0,0,1626.0,703.5,0.0,0.0
Comedy & Entertainment,Substack Issue,LinkedIn,6,283042.6666666667,2865.6749999999997,17194.05,3.5500000000000003,938.9616666666667,1,16220.833333333334,9365.5,0.1667,0.010125
Comedy & Entertainment,Substack Issue,Substack,3,16518.666666666668,0.0,0.0,4.1000000000000005,0.0,0,1735.3333333333333,444.6666666666667,0.0,0.0
Comedy & Entertainment,Substack Issue,TikTok,1,60220.0,0.0,0.0,2.8,0.0,0,5840.0,301.0,0.0,0.0
Comedy & Entertainment,Substack Issue,Twitter/X,4,70650.5,0.0,0.0,2.85,0.0,0,4303.0,2735.5,0.0,0.0
Comedy & Entertainment,Substack Issue,YouTube,4,78261.75,30658.5825,122634.33,3.925,6189.955,1,2308.75,877.5,0.25,0.391744
Comedy & Entertainment,TikTok,Instagram,5,255337.4,153468.512,767342.5599999999,1.3199999999999998,207217.12000000002,2,18237.6,9725.2,0.4,0.601042
Comedy & Entertainment,TikTok,LinkedIn,7,50914.28571428572,14222.56,99557.92,1.5999999999999999,15324.848571428573,2,3468.0,1144.5714285714287,0.2857,0.279343
Comedy & Entertainment,TikTok,Substack,5,103827.8,42571.85799999999,212859.28999999998,2.56,18035.752,4,7639.8,4250.4,0.8,0.410024
Comedy & Entertainment,TikTok,TikTok,6,111177.16666666667,1214.7866666666666,7288.72,1.3499999999999999,657.8249999999999,1,10234.833333333334,1751.5,0.1667,0.010927
Comedy & Entertainment,TikTok,Twitter/X,5,22827.6,7882.6720000000005,39413.36,2.04,4186.4039999999995,2,1309.4,859.6,0.4,0.345313
Comedy & Entertainment,TikTok,YouTube,5,22954.0,744.396,3721.98,1.6,510.02799999999996,1,1321.6,676.2,0.2,0.03243
Comedy & Entertainment,YouTube Short,Instagram,10,194046.4,8446.454,84464.54,1.3800000000000001,5530.347,1,15575.9,4875.8,0.1,0.043528
Comedy & Entertainment,YouTube Short,LinkedIn,4,93801.5,29567.5,118270.0,1.6,16191.617499999998,2,4478.25,4223.25,0.5,0.315214
Comedy & Entertainment,YouTube Short,Substack,3,121382.0,8984.143333333333,26952.43,0.9,7622.259999999999,2,5195.666666666667,2206.6666666666665,0.6667,0.074015
Comedy & Entertainment,YouTube Short,TikTok,5,70471.2,0.0,0.0,0.74,0.0,0,3613.0,2783.6,0.0,0.0
Comedy & Entertainment,YouTube Short,Twitter/X,4,13008.5,0.0,0.0,1.0,0.0,0,926.5,358.25,0.0,0.0
Comedy & Entertainment,YouTube Short,YouTube,4,53804.75,11587.455,46349.82,1.5,9055.99,2,3484.75,1088.75,0.5,0.215361
Comedy & Entertainment,YouTube Video,Instagram,7,143119.7142857143,0.0,0.0,6.685714285714285,0.0,0,8113.0,4785.428571428572,0.0,0.0
Comedy & Entertainment,YouTube Video,LinkedIn,4,16084.5,5114.9825,20459.93,6.85,814.1850000000001,3,1139.75,356.25,0.75,0.318007
Comedy & Entertainment,YouTube Video,Substack,9,206378.66666666666,420.46555555555557,3784.19,6.488888888888889,65.92,1,12613.333333333334,6659.444444444444,0.1111,0.002037
Comedy & Entertainment,YouTube Video,TikTok,2,12743.5,0.0,0.0,6.7,0.0,0,894.5,460.5,0.0,0.0
Comedy & Entertainment,YouTube Video,Twitter/X,11,34794.27272727273,7579.816363636363,83377.98,6.6,1195.020909090909,4,2487.5454545454545,924.3636363636364,0.3636,0.217847
Comedy & Entertainment,YouTube Video,YouTube,2,11701.5,0.0,0.0,7.6499999999999995,0.0,0,757.0,459.0,0.0,0.0
Education & Online Courses,Instagram Post,Instagram,5,84402.2,1681.718,8408.59,0.8800000000000001,2203.3059999999996,2,2784.4,3107.8,0.4,0.019925
Education & Online Courses,Instagram Post,LinkedIn,3,324280.0,0.0,0.0,1.7,0.0,0,29985.666666666668,2382.3333333333335,0.0,0.0
Education & Online Courses,Instagram Post,Substack,3,147840.33333333334,0.0,0.0,1.7333333333333334,0.0,0,14984.0,5827.666666666667,0.0,0.0
Education & Online Courses,Instagram Post,TikTok,2,30432.5,483.84,967.68,1.0,322.41,1,3545.0,1440.5,0.5,0.015899
Education & Online Courses,Instagram Post,Twitter/X,10,138545.8,8990.804999999998,89908.04999999999,1.23,11278.73,3,9839.0,4045.2,0.3,0.064894
Education & Online Courses,Instagram Post,YouTube,7,50382.0,8052.1900000000005,56365.33,1.3,7413.982857142857,1,5394.714285714285,1178.4285714285713,0.1429,0.159823
Education & Online Courses,Instagram Reel,Instagram,8,49531.75,36907.28375,295258.27,2.5375,15028.22875,3,2163.75,1952.375,0.375,0.745124
Education & Online Courses,Instagram Reel,LinkedIn,13,58050.0,14241.492307692308,185139.4,2.423076923076923,4204.952307692308,5,5142.153846153846,1598.5384615384614,0.3846,0.245331
Education & Online Courses,Instagram Reel,Substack,7,68928.71428571429,4795.7,33569.9,2.1999999999999997,2682.598571428571,1,5305.142857142857,1919.5714285714287,0.1429,0.069575
Education & Online Courses,Instagram Reel,TikTok,6,29694.833333333332,3749.5516666666663,22497.309999999998,2.3333333333333335,2995.1366666666668,2,2874.5,954.5,0.3333,0.126269
Education & Online Courses,Instagram Reel,Twitter/X,7,55290.857142857145,1507.142857142857,10550.0,2.9714285714285715,539.4214285714286,1,5173.857142857143,1910.2857142857142,0.1429,0.027258
Education & Online Courses,Instagram Reel,YouTube,5,35008.0,0.0,0.0,2.2600000000000002,0.0,0,3449.6,1268.0,0.0,0.0
Education & Online Courses,Instagram Story,Instagram,6,21355.333333333332,11387.245,68323.47,0.25,58789.06833333333,3,1779.0,767.3333333333334,0.5,0.533227
Education & Online Courses,Instagram Story,LinkedIn,4,32675.0,191.63,766.52,0.3,470.3525,1,3170.75,1467.25,0.25,0.005865
Education & Online Courses,Instagram Story,Substack,5,36765.6,1347.8619999999999,6739.3099999999995,0.3,3977.792,2,1966.0,1349.0,0.4,0.036661
Education & Online Courses,Instagram Story,TikTok,4,35901.75,292.725,1170.9,0.425,650.47,1,2149.75,1515.5,0.25,0.008154
Education & Online Courses,Instagram Story,Twitter/X,5,80096.0,0.0,0.0,0.26,0.0,0,7416.8,3138.6,0.0,0.0
Education & Online Courses,Instagram Story,YouTube,4,58133.25,232.4425,929.77,0.325,1178.795,1,6479.75,1757.0,0.25,0.003998
Education & Online Courses,LinkedIn Post,Instagram,8,63362.625,0.0,0.0,0.9875,0.0,0,4038.0,1600.125,0.0,0.0
Education & Online Courses,LinkedIn Post,LinkedIn,6,40545.5,14263.046666666667,85578.28,0.8666666666666667,12730.650000000001,2,3595.0,874.3333333333334,0.3333,0.351779
Education & Online Courses,LinkedIn Post,Substack,4,17144.0,918.425,3673.7,0.7749999999999999,936.1975,2,1143.25,468.5,0.5,0.053571
Education & Online Courses,LinkedIn Post,TikTok,12,61064.083333333336,32577.766666666666,390933.2,0.9583333333333334,25329.765,5,2554.8333333333335,1080.6666666666667,0.4167,0.533501
Education & Online Courses,LinkedIn Post,Twitter/X,2,67043.0,0.0,0.0,0.75,0.0,0,6310.0,539.0,0.0,0.0
Education & Online Courses,LinkedIn Post,YouTube,5,30122.6,4875.64,24378.2,0.8200000000000001,5001.586,1,1759.8,761.4,0.2,0.16186
Education & Online Courses,Substack Issue,Instagram,5,31732.6,0.0,0.0,4.12,0.0,0,1373.0,982.2,0.0,0.0
Education & Online Courses,Substack Issue,LinkedIn,7,55405.57142857143,949.6,6647.2,3.771428571428572,217.18285714285713,3,3028.5714285714284,889.2857142857143,0.4286,0.017139
Education & Online Courses,Substack Issue,Substack,7,120492.14285714286,0.0,0.0,3.014285714285714,0.0,0,12283.857142857143,3493.1428571428573,0.0,0.0
Education & Online Courses,Substack Issue,TikTok,5,9995.2,3205.838,16029.19,2.08,1187.022,3,586.8,274.0,0.6,0.320738
Education & Online Courses,Substack Issue,Twitter/X,5,35176.6,17668.886,88344.43,2.46,11739.276,2,1514.2,1441.8,0.4,0.502291
Education & Online Courses,Substack Issue,YouTube,7,55678.57142857143,9667.857142857143,67675.0,2.6142857142857143,5649.197142857143,2,2987.1428571428573,2070.8571428571427,0.2857,0.173637
Education & Online Courses,TikTok,Instagram,6,305941.1666666667,350.04833333333335,2100.29,1.6500000000000001,329.24666666666667,1,12562.833333333334,3596.1666666666665,0.1667,0.001144
Education & Online Courses,TikTok,LinkedIn,6,11559.166666666666,2647.3,15883.800000000001,1.9333333333333333,1382.2383333333335,2,810.3333333333334,178.5,0.3333,0.229022
Education & Online Courses,TikTok,Substack,5,50663.0,5110.28,25551.399999999998,1.8199999999999998,2271.272,2,3791.6,1000.0,0.4,0.100868
