checkout_id,creator_id,product_id,niche,product_price_usd,abandon_stage,visitor_source,recovery_email_sent,time_to_recovery_email_hours,ai_personalised_email,recovery_email_opened,recovered,recovery_revenue_usd,abandon_date,abandon_hour,device_type
CHK00040,CRE0325,PRD02306,Home Decor & Interior Design,497,Payment Info,Direct,True,1.2,True,True,False,0,2026-01-12,3,Desktop
CHK00041,CRE0428,PRD00062,Sustainable Living,27,Added to Cart,Instagram,True,3.5,False,True,True,27,2025-12-16,1,Mobile
CHK00042,CRE0430,PRD00240,Beauty & Fashion,297,Final Review,TikTok,True,3.3,True,True,False,0,2026-01-05,7,Tablet
CHK00043,CRE0383,PRD01999,Beauty & Fashion,27,Final Review,TikTok,True,2.8,False,True,False,0,2025-09-23,18,Desktop
CHK00044,CRE0037,PRD00249,Personal Development,127,Started Checkout,Email,True,2.8,False,True,False,0,2025-09-22,4,Mobile
CHK00045,CRE0545,PRD01329,Music & Audio Production,297,Started Checkout,TikTok,True,1.6,True,True,False,0,2026-03-16,8,Desktop
CHK00046,CRE0403,PRD00290,Language Learning,27,Payment Info,YouTube,True,3.9,False,False,False,0,2026-02-08,16,Desktop
CHK00047,CRE0243,PRD00356,Language Learning,297,Started Checkout,YouTube,False,,False,False,False,0,2026-01-30,8,Mobile
CHK00048,CRE0284,PRD00189,Language Learning,197,Added to Cart,TikTok,True,1.0,False,False,False,0,2026-01-24,4,Mobile
CHK00049,CRE0123,PRD01987,Finance & Investing,47,Payment Info,Google,False,,False,False,False,0,2026-03-04,4,Tablet
CHK00050,CRE0134,PRD02334,Travel & Adventure,47,Added to Cart,YouTube,True,2.3,False,False,False,0,2026-02-04,21,Mobile
CHK00051,CRE0313,PRD00527,Education & Online Courses,37,Payment Info,TikTok,False,,False,False,False,0,2026-03-08,19,Mobile
CHK00052,CRE0250,PRD00600,Home Decor & Interior Design,97,Added to Cart,Direct,True,2.4,False,True,False,0,2026-02-15,19,Mobile
CHK00053,CRE0323,PRD01746,Parenting & Family,37,Started Checkout,YouTube,True,1.6,True,True,False,0,2025-09-29,17,Tablet
CHK00054,CRE0005,PRD00835,Education & Online Courses,9,Added to Cart,Google,False,,False,False,False,0,2025-11-29,17,Tablet
CHK00055,CRE0161,PRD02382,Food & Cooking,127,Added to Cart,YouTube,False,,False,False,False,0,2025-11-19,6,Tablet
CHK00056,CRE0486,PRD02480,Gaming & Esports,27,Payment Info,Direct,True,1.3,False,True,False,0,2025-12-01,23,Mobile
CHK00057,CRE0190,PRD01237,Education & Online Courses,497,Payment Info,YouTube,True,3.3,True,True,False,0,2025-10-31,11,Mobile
CHK00058,CRE0450,PRD00640,Parenting & Family,497,Payment Info,Google,True,3.7,True,True,False,0,2026-03-04,19,Mobile
CHK00059,CRE0019,PRD00078,Pet Care,127,Started Checkout,Direct,True,3.3,True,False,False,0,2026-02-13,23,Desktop
CHK00060,CRE0536,PRD01844,Music & Audio Production,27,Started Checkout,Direct,True,2.8,False,True,False,0,2025-12-27,1,Mobile
CHK00061,CRE0585,PRD02294,Science & Space,67,Final Review,Email,True,3.7,False,True,False,0,2025-11-01,1,Tablet
CHK00062,CRE0315,PRD00652,Sustainable Living,17,Payment Info,TikTok,True,2.9,False,True,False,0,2025-09-27,9,Mobile
CHK00063,CRE0065,PRD02118,Technology & Software,9,Payment Info,Direct,False,,False,False,False,0,2026-03-03,8,Mobile
CHK00064,CRE0006,PRD00546,Personal Development,9,Started Checkout,Instagram,True,3.1,False,True,False,0,2025-11-25,23,Mobile
CHK00065,CRE0529,PRD00700,Comedy & Entertainment,17,Payment Info,Direct,True,2.8,True,True,False,0,2026-02-01,3,Desktop
CHK00066,CRE0511,PRD01265,Technology & Software,67,Added to Cart,TikTok,True,1.0,True,False,False,0,2025-11-28,22,Tablet
CHK00067,CRE0086,PRD01739,Language Learning,197,Final Review,Google,False,,False,False,False,0,2025-12-19,12,Mobile
CHK00068,CRE0392,PRD01228,Gaming & Esports,297,Added to Cart,Direct,True,3.5,False,True,False,0,2026-02-03,7,Mobile
CHK00069,CRE0102,PRD02110,Music & Audio Production,197,Started Checkout,Google,True,1.5,False,False,False,0,2026-02-14,14,Mobile
CHK00070,CRE0461,PRD00460,Food & Cooking,27,Started Checkout,Direct,True,3.5,False,False,False,0,2025-10-10,1,Mobile
CHK00071,CRE0171,PRD01534,Home Decor & Interior Design,127,Started Checkout,Email,True,1.7,True,False,False,0,2026-01-18,11,Tablet
CHK00072,CRE0457,PRD01226,Comedy & Entertainment,297,Added to Cart,YouTube,True,3.3,True,True,False,0,2025-12-24,2,Desktop
CHK00073,CRE0075,PRD02087,Parenting & Family,67,Payment Info,Email,True,1.2,True,True,False,0,2025-12-05,11,Desktop
CHK00074,CRE0465,PRD01910,Travel & Adventure,47,Payment Info,Google,False,,False,False,False,0,2025-12-28,23,Desktop
CHK00075,CRE0387,PRD01722,Comedy & Entertainment,127,Payment Info,Google,False,,False,False,False,0,2026-03-01,6,Mobile
CHK00076,CRE0508,PRD01777,Travel & Adventure,9,Final Review,TikTok,False,,False,False,False,0,2026-02-10,9,Mobile
CHK00077,CRE0413,PRD01545,Education & Online Courses,27,Added to Cart,TikTok,True,2.4,False,False,False,0,2025-12-19,21,Desktop
CHK00078,CRE0326,PRD01045,Beauty & Fashion,47,Started Checkout,Instagram,True,2.9,True,False,False,0,2026-01-21,9,Tablet
CHK00079,CRE0025,PRD00822,Sustainable Living,497,Payment Info,Direct,True,1.0,True,True,False,0,2026-01-14,6,Mobile
CHK00080,CRE0193,PRD01666,Gaming & Esports,127,Payment Info,Direct,False,,False,False,False,0,2025-10-04,8,Mobile
CHK00081,CRE0167,PRD00447,Science & Space,17,Started Checkout,Direct,True,3.8,False,False,False,0,2025-09-30,9,Tablet
CHK00082,CRE0150,PRD00562,Finance & Investing,297,Added to Cart,Instagram,True,0.7,False,True,False,0,2026-02-19,10,Mobile
CHK00083,CRE0421,PRD02428,Comedy & Entertainment,497,Added to Cart,Google,True,1.2,False,False,True,497,2026-02-11,11,Mobile
CHK00084,CRE0091,PRD01898,Beauty & Fashion,127,Final Review,Email,True,3.0,True,False,False,0,2025-11-20,1,Mobile
CHK00085,CRE0551,PRD02176,Education & Online Courses,67,Payment Info,YouTube,True,0.9,False,False,False,0,2026-01-25,19,Mobile
CHK00086,CRE0580,PRD01508,Science & Space,67,Started Checkout,Instagram,True,3.7,True,False,False,0,2026-03-19,17,Tablet
CHK00087,CRE0368,PRD01743,Finance & Investing,97,Payment Info,Email,True,3.6,False,False,False,0,2025-09-20,20,Desktop
CHK00088,CRE0560,PRD00564,Photography & Videography,27,Final Review,Direct,False,,False,False,False,0,2026-01-05,5,Tablet
CHK00089,CRE0451,PRD01921,Sustainable Living,197,Started Checkout,TikTok,False,,False,False,False,0,2025-12-20,16,Desktop
CHK00090,CRE0004,PRD01590,Food & Cooking,47,Payment Info,Direct,True,2.7,False,True,False,0,2025-10-20,14,Mobile
CHK00091,CRE0146,PRD00222,Comedy & Entertainment,127,Started Checkout,YouTube,True,1.9,True,True,True,127,2025-10-11,11,Mobile
CHK00092,CRE0109,PRD00984,Home Decor & Interior Design,17,Payment Info,Direct,True,3.9,True,True,False,0,2025-12-15,9,Mobile
CHK00093,CRE0375,PRD02193,Sustainable Living,37,Started Checkout,Direct,False,,False,False,False,0,2025-12-09,16,Mobile
CHK00094,CRE0592,PRD01760,Technology & Software,17,Payment Info,Instagram,True,3.5,True,False,False,0,2026-03-05,22,Tablet
CHK00095,CRE0048,PRD00415,Business & Entrepreneurship,497,Added to Cart,Instagram,True,1.7,False,True,False,0,2025-12-09,15,Mobile
CHK00096,CRE0291,PRD00679,Gaming & Esports,497,Started Checkout,YouTube,True,3.0,True,False,False,0,2025-11-03,7,Mobile
CHK00097,CRE0497,PRD00466,Home Decor & Interior Design,37,Added to Cart,Google,True,0.8,True,True,False,0,2025-11-11,17,Desktop
CHK00098,CRE0265,PRD01297,Travel & Adventure,9,Payment Info,TikTok,False,,False,False,False,0,2025-11-30,18,Mobile
CHK00099,CRE0156,PRD01546,Finance & Investing,297,Final Review,TikTok,True,3.5,False,True,False,0,2025-10-03,7,Mobile
CHK00100,CRE0198,PRD00120,Food & Cooking,37,Final Review,TikTok,True,2.5,True,False,False,0,2026-02-26,11,Mobile
CHK00101,CRE0283,PRD01257,Gaming & Esports,17,Payment Info,Google,False,,False,False,False,0,2026-02-10,1,Mobile
CHK00102,CRE0430,PRD00155,Gaming & Esports,67,Started Checkout,YouTube,True,1.6,False,False,False,0,2026-02-08,16,Desktop
CHK00103,CRE0520,PRD00693,Finance & Investing,17,Started Checkout,Email,False,,False,False,False,0,2025-11-03,18,Mobile
CHK00104,CRE0265,PRD01915,Gaming & Esports,27,Added to Cart,Email,True,3.5,False,True,False,0,2026-03-05,6,Tablet
CHK00105,CRE0280,PRD00818,Education & Online Courses,17,Added to Cart,Email,True,1.8,False,True,True,17,2026-03-17,7,Desktop
CHK00106,CRE0551,PRD00115,Photography & Videography,17,Final Review,Direct,False,,False,False,False,0,2025-10-14,11,Tablet
CHK00107,CRE0567,PRD01986,Language Learning,9,Payment Info,TikTok,True,2.4,True,True,False,0,2026-01-22,1,Tablet
CHK00108,CRE0310,PRD02074,Science & Space,27,Added to Cart,Instagram,True,3.0,False,False,False,0,2025-10-02,16,Mobile
CHK00109,CRE0365,PRD00451,Home Decor & Interior Design,197,Started Checkout,Email,True,3.2,False,False,False,0,2025-12-02,17,Desktop
CHK00110,CRE0344,PRD00420,Beauty & Fashion,67,Added to Cart,TikTok,False,,False,False,False,0,2025-11-02,6,Desktop
CHK00111,CRE0111,PRD01452,Photography & Videography,127,Payment Info,Instagram,True,3.7,False,False,False,0,2025-11-23,20,Mobile
CHK00112,CRE0250,PRD01139,Gaming & Esports,9,Final Review,TikTok,False,,False,False,False,0,2025-10-11,19,Desktop
CHK00113,CRE0254,PRD00202,Gaming & Esports,97,Added to Cart,Instagram,True,0.8,True,False,False,0,2025-11-24,23,Mobile
CHK00114,CRE0186,PRD00729,Pet Care,37,Payment Info,Email,False,,False,False,False,0,2025-12-24,0,Mobile
CHK00115,CRE0226,PRD01710,Business & Entrepreneurship,47,Payment Info,TikTok,False,,False,False,False,0,2025-10-02,11,Tablet
CHK00116,CRE0111,PRD01601,Travel & Adventure,27,Started Checkout,Google,False,,False,False,False,0,2025-12-31,20,Mobile
CHK00117,CRE0479,PRD00856,Parenting & Family,67,Started Checkout,Instagram,True,0.8,False,True,False,0,2025-12-26,5,Mobile
CHK00118,CRE0078,PRD01690,Home Decor & Interior Design,17,Added to Cart,Email,False,,False,False,False,0,2026-03-14,14,Tablet
CHK00119,CRE0563,PRD00927,Business & Entrepreneurship,197,Payment Info,Instagram,True,3.9,False,True,False,0,2026-01-04,9,Mobile
CHK00120,CRE0198,PRD02169,Photography & Videography,297,Payment Info,Instagram,False,,False,False,False,0,2025-12-25,0,Tablet
CHK00121,CRE0163,PRD01386,Parenting & Family,27,Started Checkout,Email,True,3.9,True,False,False,0,2025-12-25,13,Mobile
CHK00122,CRE0341,PRD01041,Travel & Adventure,67,Final Review,YouTube,True,0.8,False,True,False,0,2026-01-01,1,Mobile
CHK00123,CRE0511,PRD01633,Photography & Videography,297,Added to Cart,TikTok,True,3.2,True,True,False,0,2026-03-07,17,Mobile
CHK00124,CRE0447,PRD00742,Music & Audio Production,27,Added to Cart,Direct,True,1.1,False,False,True,27,2025-09-22,1,Tablet
CHK00125,CRE0522,PRD01720,Food & Cooking,47,Final Review,Instagram,True,2.1,False,False,False,0,2025-09-27,7,Desktop
CHK00126,CRE0269,PRD02147,Sustainable Living,9,Added to Cart,Email,True,3.1,True,True,False,0,2026-01-28,13,Tablet
CHK00127,CRE0353,PRD01465,Science & Space,67,Started Checkout,Instagram,True,2.1,True,True,False,0,2025-12-30,2,Mobile
CHK00128,CRE0581,PRD01376,Parenting & Family,67,Started Checkout,TikTok,True,1.0,True,True,False,0,2025-10-20,0,Desktop
CHK00129,CRE0095,PRD00349,Personal Development,67,Added to Cart,Instagram,True,1.2,False,False,False,0,2025-10-27,20,Tablet
CHK00130,CRE0187,PRD01489,Business & Entrepreneurship,97,Added to Cart,TikTok,True,2.3,False,True,False,0,2025-12-07,3,Tablet
CHK00131,CRE0263,PRD02045,Science & Space,9,Final Review,Email,True,3.1,False,True,False,0,2026-03-09,0,Tablet
CHK00132,CRE0525,PRD01580,Science & Space,127,Payment Info,Email,False,,False,False,False,0,2025-12-24,10,Mobile
CHK00133,CRE0465,PRD01606,Music & Audio Production,127,Final Review,Email,True,2.5,True,False,False,0,2025-11-05,10,Mobile
CHK00134,CRE0251,PRD02055,Photography & Videography,297,Final Review,Direct,True,3.7,True,False,False,0,2025-12-05,14,Mobile
CHK00135,CRE0072,PRD00402,Comedy & Entertainment,197,Started Checkout,YouTube,True,3.5,True,False,False,0,2025-10-03,4,Tablet
CHK00136,CRE0136,PRD01175,Food & Cooking,17,Payment Info,Email,True,3.7,True,False,False,0,2025-10-19,13,Mobile
CHK00137,CRE0215,PRD00995,Gaming & Esports,27,Added to Cart,Google,True,3.6,False,False,False,0,2025-11-02,9,Tablet
CHK00138,CRE0517,PRD02060,Travel & Adventure,127,Added to Cart,Instagram,False,,False,False,False,0,2026-02-13,1,Desktop
CHK00139,CRE0544,PRD00959,Sustainable Living,27,Added to Cart,TikTok,True,1.2,False,False,False,0,2026-01-25,11,Mobile
CHK00140,CRE0187,PRD00270,Travel & Adventure,17,Started Checkout,Instagram,True,2.3,False,True,False,0,2025-12-10,17,Mobile
CHK00141,CRE0212,PRD00148,Language Learning,27,Final Review,Google,False,,False,False,False,0,2025-11-02,23,Mobile
CHK00142,CRE0307,PRD00149,Education & Online Courses,97,Payment Info,Instagram,True,0.7,True,True,False,0,2025-10-09,14,Mobile
CHK00143,CRE0087,PRD01843,Home Decor & Interior Design,297,Started Checkout,Email,True,1.6,True,True,False,0,2026-01-26,7,Mobile
CHK00144,CRE0271,PRD02249,Parenting & Family,17,Payment Info,Instagram,True,0.6,True,False,False,0,2025-12-25,17,Desktop
CHK00145,CRE0442,PRD02349,Music & Audio Production,37,Final Review,Google,True,3.8,True,False,False,0,2026-01-18,3,Tablet
CHK00146,CRE0288,PRD00779,Beauty & Fashion,67,Final Review,TikTok,False,,False,False,False,0,2025-10-17,1,Tablet
CHK00147,CRE0547,PRD01729,Food & Cooking,27,Started Checkout,Instagram,True,0.9,True,False,False,0,2025-11-24,18,Tablet
CHK00148,CRE0134,PRD00467,Beauty & Fashion,67,Payment Info,Direct,False,,False,False,False,0,2026-02-02,4,Mobile
CHK00149,CRE0362,PRD01549,Business & Entrepreneurship,17,Started Checkout,Instagram,False,,False,False,False,0,2026-02-17,22,Tablet
CHK00150,CRE0108,PRD01976,Education & Online Courses,127,Started Checkout,YouTube,True,3.8,False,True,True,127,2026-01-13,4,Tablet
CHK00151,CRE0207,PRD01498,Food & Cooking,127,Added to Cart,Instagram,False,,False,False,False,0,2026-02-24,19,Mobile
CHK00152,CRE0410,PRD01863,Personal Development,67,Added to Cart,Direct,True,2.4,True,False,False,0,2025-12-28,0,Tablet
CHK00153,CRE0492,PRD00441,Business & Entrepreneurship,297,Final Review,Direct,False,,False,False,False,0,2026-03-17,9,Desktop
CHK00154,CRE0062,PRD01054,Beauty & Fashion,47,Added to Cart,YouTube,True,4.0,False,True,False,0,2026-02-08,20,Desktop
CHK00155,CRE0504,PRD00709,Food & Cooking,497,Started Checkout,Google,True,1.2,False,True,False,0,2026-02-13,15,Desktop
CHK00156,CRE0440,PRD00065,Science & Space,197,Added to Cart,Email,True,3.5,False,True,False,0,2026-02-09,17,Tablet
CHK00157,CRE0459,PRD01850,Comedy & Entertainment,47,Added to Cart,Direct,True,2.2,True,False,False,0,2025-10-23,13,Tablet
CHK00158,CRE0493,PRD01112,Parenting & Family,37,Payment Info,TikTok,False,,False,False,False,0,2025-12-31,20,Mobile
CHK00159,CRE0265,PRD01001,Food & Cooking,47,Final Review,Email,True,1.0,False,False,False,0,2026-03-07,18,Mobile
CHK00160,CRE0545,PRD00363,Parenting & Family,67,Final Review,TikTok,True,1.6,False,False,False,0,2025-09-25,10,Desktop
CHK00161,CRE0239,PRD02307,Education & Online Courses,67,Started Checkout,YouTube,False,,False,False,False,0,2025-10-09,11,Mobile
CHK00162,CRE0349,PRD00158,Education & Online Courses,67,Payment Info,YouTube,True,2.0,False,True,False,0,2025-10-14,19,Mobile
CHK00163,CRE0386,PRD00565,Music & Audio Production,197,Final Review,Direct,True,3.0,True,False,False,0,2025-12-29,0,Desktop
CHK00164,CRE0460,PRD00033,Sustainable Living,9,Final Review,TikTok,False,,False,False,False,0,2025-09-21,19,Tablet
CHK00165,CRE0542,PRD00042,Business & Entrepreneurship,297,Added to Cart,YouTube,True,2.2,False,False,False,0,2025-12-29,0,Desktop
CHK00166,CRE0513,PRD00534,Business & Entrepreneurship,197,Final Review,Direct,False,,False,False,False,0,2025-12-17,4,Tablet
CHK00167,CRE0088,PRD00706,Beauty & Fashion,67,Final Review,Direct,True,2.2,True,True,False,0,2025-11-26,15,Tablet
CHK00168,CRE0582,PRD01374,Comedy & Entertainment,9,Started Checkout,Email,True,3.9,True,False,False,0,2026-03-06,13,Mobile
CHK00169,CRE0563,PRD00910,Comedy & Entertainment,97,Payment Info,Direct,True,3.8,True,True,False,0,2026-01-20,21,Desktop
CHK00170,CRE0261,PRD00317,Food & Cooking,197,Started Checkout,Direct,True,3.0,True,False,False,0,2025-11-06,11,Desktop
CHK00171,CRE0189,PRD02256,Personal Development,297,Added to Cart,TikTok,True,0.7,True,False,False,0,2025-11-26,19,Mobile
CHK00172,CRE0205,PRD01400,Beauty & Fashion,27,Payment Info,Direct,False,,False,False,False,0,2025-12-13,22,Desktop
CHK00173,CRE0429,PRD00957,Language Learning,47,Added to Cart,YouTube,False,,False,False,False,0,2025-09-20,8,Tablet
CHK00174,CRE0135,PRD01723,Education & Online Courses,297,Payment Info,Instagram,False,,False,False,False,0,2025-12-12,5,Mobile
CHK00175,CRE0002,PRD01358,Beauty & Fashion,27,Final Review,Google,True,3.5,True,False,False,0,2025-10-15,18,Mobile
CHK00176,CRE0410,PRD01166,Beauty & Fashion,127,Started Checkout,Instagram,True,1.8,True,False,True,127,2025-09-27,15,Mobile
CHK00177,CRE0405,PRD02358,Food & Cooking,97,Added to Cart,Email,False,,False,False,False,0,2025-12-03,14,Tablet
CHK00178,CRE0136,PRD00940,Beauty & Fashion,9,Added to Cart,Instagram,True,1.7,True,False,False,0,2025-10-08,0,Mobile
CHK00179,CRE0022,PRD01917,Music & Audio Production,127,Payment Info,Google,True,3.7,True,False,False,0,2025-11-24,4,Mobile
CHK00180,CRE0478,PRD00054,Sustainable Living,67,Added to Cart,Direct,False,,False,False,False,0,2026-02-14,5,Desktop
CHK00181,CRE0086,PRD02175,Beauty & Fashion,17,Final Review,Google,False,,False,False,False,0,2025-12-26,3,Tablet
CHK00182,CRE0413,PRD01720,Science & Space,127,Payment Info,Direct,True,1.4,False,False,False,0,2026-03-05,5,Tablet
CHK00183,CRE0243,PRD00474,Food & Cooking,297,Added to Cart,Instagram,True,3.0,False,False,False,0,2026-03-11,14,Mobile
CHK00184,CRE0156,PRD01825,Comedy & Entertainment,27,Added to Cart,Direct,True,1.0,True,True,False,0,2026-02-09,6,Mobile
CHK00185,CRE0213,PRD00599,Music & Audio Production,67,Started Checkout,Email,False,,False,False,False,0,2026-01-31,15,Mobile
CHK00186,CRE0256,PRD00263,Travel & Adventure,297,Final Review,Google,False,,False,False,False,0,2026-03-09,0,Mobile
CHK00187,CRE0581,PRD01957,Pet Care,297,Payment Info,Email,True,3.1,True,False,False,0,2026-02-03,22,Desktop
CHK00188,CRE0583,PRD00846,Business & Entrepreneurship,47,Started Checkout,Email,False,,False,False,False,0,2025-10-18,7,Mobile
CHK00189,CRE0265,PRD02208,Travel & Adventure,297,Started Checkout,YouTube,True,0.9,False,False,False,0,2026-03-07,19,Tablet
CHK00190,CRE0544,PRD01143,Science & Space,497,Payment Info,Email,True,2.6,False,False,False,0,2026-02-08,4,Mobile
CHK00191,CRE0518,PRD01205,Travel & Adventure,127,Payment Info,YouTube,True,0.9,False,False,True,127,2025-10-10,7,Tablet
CHK00192,CRE0067,PRD01553,Business & Entrepreneurship,37,Added to Cart,Direct,True,2.9,True,True,False,0,2026-01-15,20,Mobile
CHK00193,CRE0074,PRD01651,Parenting & Family,197,Payment Info,Google,True,1.9,False,False,False,0,2026-01-15,4,Mobile
CHK00194,CRE0005,PRD01855,Comedy & Entertainment,497,Payment Info,Direct,True,3.4,False,False,False,0,2025-12-01,13,Mobile
CHK00195,CRE0438,PRD00405,Beauty & Fashion,197,Started Checkout,Google,True,2.2,False,True,False,0,2026-01-17,19,Tablet
CHK00196,CRE0443,PRD00282,Home Decor & Interior Design,9,Added to Cart,Email,False,,False,False,False,0,2026-01-19,6,Mobile
CHK00197,CRE0048,PRD00512,Language Learning,127,Final Review,Google,True,2.9,False,False,False,0,2025-12-25,0,Desktop
CHK00198,CRE0427,PRD00139,Home Decor & Interior Design,9,Added to Cart,Instagram,False,,False,False,False,0,2025-11-15,2,Tablet
CHK00199,CRE0225,PRD02136,Language Learning,17,Added to Cart,TikTok,False,,False,False,False,0,2025-11-07,7,Desktop
CHK00200,CRE0196,PRD02128,Education & Online Courses,297,Payment Info,Google,True,3.1,True,False,False,0,2026-03-04,6,Mobile
CHK00201,CRE0151,PRD01342,Music & Audio Production,67,Final Review,Google,True,2.0,True,True,False,0,2025-09-20,4,Desktop
CHK00202,CRE0575,PRD01541,Music & Audio Production,17,Payment Info,Direct,False,,False,False,False,0,2025-11-27,14,Mobile
CHK00203,CRE0444,PRD01633,Technology & Software,9,Final Review,YouTube,False,,False,False,False,0,2026-01-10,9,Mobile
CHK00204,CRE0084,PRD00856,Pet Care,297,Final Review,TikTok,True,0.7,True,False,False,0,2025-10-11,1,Mobile
CHK00205,CRE0087,PRD00807,Home Decor & Interior Design,27,Started Checkout,Email,False,,False,False,False,0,2026-03-07,22,Mobile
CHK00206,CRE0382,PRD02149,Music & Audio Production,17,Final Review,Google,False,,False,False,False,0,2025-09-29,3,Mobile
CHK00207,CRE0555,PRD01191,Photography & Videography,497,Started Checkout,Instagram,False,,False,False,False,0,2026-03-17,9,Mobile
CHK00208,CRE0146,PRD00468,Pet Care,127,Final Review,Instagram,True,1.0,True,False,False,0,2026-01-13,18,Tablet
