creator_id,niche,platform,week_number,week_date,follower_count,weekly_follower_change,engagement_rate,save_rate,watch_time_pct,comment_sentiment_score,share_to_view_ratio,new_viewer_ratio,unsubscribe_rate,post_frequency_per_week,days_since_community_post,health_score,risk_level,algorithm_penalty_active
CRE0001,Food & Cooking,Twitter/X,17,2025-07-17,106162,1065,0.0235,0.0028,0.498,0.733,0.0016,0.533,0.0013,1.7,16,67.8,Watch,False
CRE0001,Food & Cooking,Twitter/X,18,2025-07-24,106800,1703,0.0255,0.0047,0.469,0.794,0.0028,0.347,0.0057,3.9,7,63.7,Watch,False
CRE0001,Food & Cooking,Twitter/X,19,2025-07-31,106022,925,0.0249,0.0042,0.362,0.631,0.0013,0.346,0.0079,2.5,8,49.9,Alert,False
CRE0001,Food & Cooking,Twitter/X,20,2025-08-07,106727,1630,0.025,0.0027,0.461,0.793,0.0029,0.537,0.008,2.7,11,62.4,Watch,False
CRE0001,Food & Cooking,Twitter/X,21,2025-08-14,105077,-20,0.0221,0.0062,0.436,0.716,0.0027,0.432,0.0031,5.9,4,68.5,Watch,False
CRE0001,Food & Cooking,Twitter/X,22,2025-08-21,105504,407,0.0263,0.0044,0.403,0.616,0.0039,0.28,0.0065,4.6,3,55.3,Watch,False
CRE0001,Food & Cooking,Twitter/X,23,2025-08-28,107890,2793,0.0239,0.0068,0.369,0.828,0.0034,0.361,0.0064,5.6,2,62.2,Watch,False
CRE0001,Food & Cooking,Twitter/X,24,2025-09-04,104741,-356,0.0245,0.0041,0.38,0.779,0.0032,0.285,0.0016,4.4,0,62.0,Watch,False
CRE0001,Food & Cooking,Twitter/X,25,2025-09-11,105226,129,0.0228,0.0048,0.404,0.67,0.0019,0.411,0.0038,5.4,8,64.1,Watch,False
CRE0001,Food & Cooking,Twitter/X,26,2025-09-18,107223,2126,0.0259,0.005,0.406,0.741,0.0024,0.272,0.0068,5.9,3,58.5,Watch,False
CRE0001,Food & Cooking,Twitter/X,27,2025-09-25,105956,859,0.0278,0.0033,0.467,0.693,0.0041,0.416,0.0077,3.2,3,59.7,Watch,False
CRE0001,Food & Cooking,Twitter/X,28,2025-10-02,104425,-672,0.0225,0.0039,0.423,0.557,0.0017,0.262,0.0024,3.0,18,55.3,Watch,False
CRE0001,Food & Cooking,Twitter/X,29,2025-10-09,105123,26,0.0257,0.0073,0.427,0.786,0.0016,0.285,0.0066,5.1,2,61.9,Watch,False
CRE0001,Food & Cooking,Twitter/X,30,2025-10-16,107826,2729,0.0226,0.0032,0.396,0.695,0.0027,0.288,0.0052,5.8,12,58.4,Watch,False
CRE0001,Food & Cooking,Twitter/X,31,2025-10-23,104628,-469,0.0285,0.0033,0.427,0.8,0.0039,0.254,0.0037,1.8,9,56.2,Watch,False
CRE0001,Food & Cooking,Twitter/X,32,2025-10-30,105173,76,0.0222,0.0037,0.434,0.8,0.0024,0.327,0.0042,2.5,6,59.8,Watch,False
CRE0001,Food & Cooking,Twitter/X,33,2025-11-06,105545,448,0.0244,0.0027,0.348,0.735,0.0035,0.505,0.0023,2.6,7,61.1,Watch,False
CRE0001,Food & Cooking,Twitter/X,34,2025-11-13,107817,2720,0.0233,0.0064,0.381,0.651,0.0027,0.385,0.0034,3.2,4,59.2,Watch,False
CRE0001,Food & Cooking,Twitter/X,35,2025-11-20,106624,1527,0.0238,0.0039,0.376,0.715,0.0022,0.474,0.0074,5.4,12,61.5,Watch,False
CRE0001,Food & Cooking,Twitter/X,36,2025-11-27,106217,1120,0.0287,0.0048,0.441,0.584,0.0041,0.251,0.0067,1.7,19,49.9,Alert,False
CRE0001,Food & Cooking,Twitter/X,37,2025-12-04,105431,334,0.0217,0.0059,0.283,0.62,0.0025,0.344,0.0078,2.6,13,46.6,Alert,False
CRE0001,Food & Cooking,Twitter/X,38,2025-12-11,105055,-42,0.0281,0.004,0.442,0.638,0.0019,0.406,0.0027,4.0,14,63.9,Watch,False
CRE0001,Food & Cooking,Twitter/X,39,2025-12-18,104984,-113,0.0238,0.0047,0.438,0.747,0.0014,0.309,0.006,4.2,6,60.4,Watch,False
CRE0001,Food & Cooking,Twitter/X,40,2025-12-25,106220,1123,0.0232,0.0065,0.394,0.839,0.0029,0.295,0.0066,5.5,3,61.3,Watch,False
CRE0001,Food & Cooking,Twitter/X,41,2026-01-01,105509,412,0.027,0.0075,0.363,0.823,0.0035,0.254,0.0014,4.0,14,61.8,Watch,False
CRE0001,Food & Cooking,Twitter/X,42,2026-01-08,105392,295,0.0281,0.005,0.485,0.655,0.0024,0.407,0.0075,4.3,18,62.7,Watch,False
CRE0001,Food & Cooking,Twitter/X,43,2026-01-15,105432,335,0.0272,0.0042,0.417,0.49,0.002,0.348,0.0013,4.0,9,59.5,Watch,False
CRE0001,Food & Cooking,Twitter/X,44,2026-01-22,105927,830,0.0257,0.0037,0.498,0.832,0.0029,0.258,0.0059,5.4,6,64.9,Watch,False
CRE0001,Food & Cooking,Twitter/X,45,2026-01-29,103452,-1645,0.0253,0.0033,0.361,0.627,0.0027,0.391,0.0059,3.8,21,55.3,Watch,False
CRE0001,Food & Cooking,Twitter/X,46,2026-02-05,104656,-441,0.0232,0.004,0.43,0.687,0.0012,0.308,0.0019,4.4,17,63.0,Watch,False
CRE0001,Food & Cooking,Twitter/X,47,2026-02-12,104006,-1091,0.0243,0.0068,0.36,0.807,0.0024,0.498,0.0071,5.7,3,64.7,Watch,False
CRE0001,Food & Cooking,Twitter/X,48,2026-02-19,105900,803,0.0261,0.0041,0.386,0.8,0.0035,0.518,0.0042,2.1,11,61.9,Watch,False
CRE0001,Food & Cooking,Twitter/X,49,2026-02-26,105466,369,0.0258,0.0075,0.492,0.835,0.002,0.499,0.0026,2.8,21,72.3,Safe,False
CRE0001,Food & Cooking,Twitter/X,50,2026-03-05,105037,-60,0.022,0.0046,0.432,0.919,0.0012,0.482,0.0066,3.5,0,66.7,Watch,False
CRE0001,Food & Cooking,Twitter/X,51,2026-03-12,105588,491,0.0254,0.0075,0.488,0.79,0.0022,0.392,0.002,3.8,17,70.6,Safe,False
CRE0001,Food & Cooking,Twitter/X,52,2026-03-19,106657,1560,0.0232,0.0035,0.486,0.694,0.0034,0.442,0.0045,1.6,11,61.5,Watch,False
CRE0002,Parenting & Family,Twitter/X,1,2025-03-27,100231,2250,0.0055,0.001,0.366,0.795,0.0006,0.393,0.0031,5.6,9,63.3,Watch,False
CRE0002,Parenting & Family,Twitter/X,2,2025-04-03,99652,1671,0.0058,0.0017,0.516,0.676,0.0007,0.367,0.0019,3.8,15,65.9,Watch,False
CRE0002,Parenting & Family,Twitter/X,3,2025-04-10,99544,1563,0.0056,0.0008,0.43,0.671,0.0007,0.359,0.0036,3.8,3,60.0,Watch,False
CRE0002,Parenting & Family,Twitter/X,4,2025-04-17,98616,635,0.0057,0.0007,0.458,0.689,0.0008,0.36,0.0018,2.6,19,61.2,Watch,False
CRE0002,Parenting & Family,Twitter/X,5,2025-04-24,97742,-239,0.0061,0.0014,0.373,0.874,0.0009,0.455,0.004,2.3,8,60.9,Watch,False
CRE0002,Parenting & Family,Twitter/X,6,2025-05-01,99337,1356,0.0051,0.0008,0.373,0.809,0.0005,0.32,0.0064,4.2,18,56.8,Watch,False
CRE0002,Parenting & Family,Twitter/X,7,2025-05-08,99838,1857,0.0058,0.0017,0.414,0.735,0.0008,0.43,0.0053,3.7,1,61.1,Watch,False
CRE0002,Parenting & Family,Twitter/X,8,2025-05-15,97561,-420,0.0048,0.0011,0.433,0.641,0.0005,0.346,0.0032,2.8,5,57.7,Watch,False
CRE0002,Parenting & Family,Twitter/X,9,2025-05-22,98940,959,0.0057,0.0011,0.376,0.912,0.0008,0.51,0.005,2.3,16,62.1,Watch,False
CRE0002,Parenting & Family,Twitter/X,10,2025-05-29,97188,-793,0.0055,0.0015,0.36,0.678,0.0004,0.36,0.0071,2.6,0,51.1,Alert,False
CRE0002,Parenting & Family,Twitter/X,11,2025-06-05,99047,1066,0.0048,0.0007,0.367,0.759,0.0003,0.543,0.0061,5.8,11,62.7,Watch,False
CRE0002,Parenting & Family,Twitter/X,12,2025-06-12,98479,498,0.0059,0.0012,0.391,0.743,0.0008,0.445,0.0018,5.3,4,66.4,Watch,False
CRE0002,Parenting & Family,Twitter/X,13,2025-06-19,99289,1308,0.0052,0.0014,0.444,0.544,0.0006,0.312,0.003,3.7,7,57.4,Watch,False
CRE0002,Parenting & Family,Twitter/X,14,2025-06-26,98768,787,0.0055,0.0008,0.303,0.875,0.0006,0.45,0.0014,3.2,16,61.5,Watch,False
CRE0002,Parenting & Family,Twitter/X,15,2025-07-03,98002,21,0.0052,0.0015,0.428,0.707,0.0004,0.54,0.0015,4.3,13,68.2,Watch,False
CRE0002,Parenting & Family,Twitter/X,16,2025-07-10,100983,3002,0.005,0.0008,0.448,0.831,0.0005,0.47,0.0041,3.6,13,66.5,Watch,False
CRE0002,Parenting & Family,Twitter/X,17,2025-07-17,99158,1177,0.005,0.0005,0.436,0.63,0.0006,0.302,0.0047,1.6,7,52.2,Alert,False
CRE0002,Parenting & Family,Twitter/X,18,2025-07-24,99367,1386,0.0051,0.001,0.38,0.678,0.0006,0.42,0.0028,1.6,0,56.0,Watch,False
CRE0002,Parenting & Family,Twitter/X,19,2025-07-31,98222,241,0.0049,0.0011,0.408,0.711,0.0006,0.448,0.0015,2.3,10,61.6,Watch,False
CRE0002,Parenting & Family,Twitter/X,20,2025-08-07,100231,2250,0.0049,0.0008,0.396,0.742,0.0007,0.349,0.0033,5.3,8,62.1,Watch,False
CRE0002,Parenting & Family,Twitter/X,21,2025-08-14,97280,-701,0.006,0.0013,0.343,0.693,0.0004,0.416,0.0018,5.7,16,62.2,Watch,False
CRE0002,Parenting & Family,Twitter/X,22,2025-08-21,97906,-75,0.0061,0.0017,0.388,0.684,0.0003,0.38,0.0053,4.4,3,58.7,Watch,False
CRE0002,Parenting & Family,Twitter/X,23,2025-08-28,98164,183,0.0059,0.0017,0.445,0.745,0.0008,0.499,0.0049,3.4,21,64.7,Watch,False
CRE0002,Parenting & Family,Twitter/X,24,2025-09-04,99309,1328,0.0058,0.0011,0.508,0.795,0.0004,0.507,0.0064,3.2,14,66.3,Watch,False
CRE0002,Parenting & Family,Twitter/X,25,2025-09-11,100460,2479,0.0059,0.001,0.429,0.753,0.0005,0.513,0.006,2.8,11,61.5,Watch,False
CRE0002,Parenting & Family,Twitter/X,26,2025-09-18,98491,510,0.0047,0.001,0.462,0.866,0.0002,0.459,0.0017,2.8,8,68.5,Watch,False
CRE0002,Parenting & Family,Twitter/X,27,2025-09-25,99790,1809,0.0049,0.0014,0.441,0.929,0.0007,0.346,0.0017,2.4,4,64.7,Watch,False
CRE0002,Parenting & Family,Twitter/X,28,2025-10-02,98376,395,0.0059,0.0011,0.367,0.84,0.0004,0.337,0.006,1.8,8,53.3,Alert,False
CRE0002,Parenting & Family,Twitter/X,29,2025-10-09,100240,2259,0.0058,0.0007,0.479,0.611,0.0004,0.497,0.0036,4.6,10,67.0,Watch,False
CRE0002,Parenting & Family,Twitter/X,30,2025-10-16,99101,1120,0.006,0.0008,0.423,0.788,0.0009,0.445,0.0053,5.0,17,65.3,Watch,False
CRE0002,Parenting & Family,Twitter/X,31,2025-10-23,98368,387,0.006,0.0018,0.433,0.799,0.0008,0.403,0.0069,3.5,19,60.5,Watch,False
CRE0002,Parenting & Family,Twitter/X,32,2025-10-30,98437,456,0.0059,0.0016,0.369,0.641,0.0007,0.379,0.005,2.3,20,52.9,Alert,False
CRE0002,Parenting & Family,Twitter/X,33,2025-11-06,98530,549,0.0059,0.0016,0.519,0.891,0.0007,0.435,0.001,4.4,17,74.3,Safe,False
CRE0002,Parenting & Family,Twitter/X,34,2025-11-13,98254,273,0.005,0.001,0.443,0.652,0.0005,0.466,0.0061,2.3,7,58.1,Watch,False
CRE0002,Parenting & Family,Twitter/X,35,2025-11-20,100155,2174,0.0053,0.0014,0.46,0.751,0.0007,0.526,0.0012,6.0,4,72.4,Safe,False
CRE0002,Parenting & Family,Twitter/X,36,2025-11-27,97074,-907,0.0054,0.0006,0.441,0.738,0.0004,0.373,0.0053,1.8,16,56.5,Watch,False
CRE0002,Parenting & Family,Twitter/X,37,2025-12-04,100358,2377,0.0054,0.0012,0.477,0.838,0.0004,0.408,0.0018,1.7,14,64.9,Watch,False
CRE0002,Parenting & Family,Twitter/X,38,2025-12-11,99283,1302,0.0045,0.001,0.41,0.874,0.0003,0.345,0.0071,5.0,21,61.6,Watch,False
CRE0002,Parenting & Family,Twitter/X,39,2025-12-18,99136,1155,0.0047,0.0014,0.466,0.751,0.0006,0.35,0.0077,1.9,18,55.5,Watch,False
CRE0002,Parenting & Family,Twitter/X,40,2025-12-25,98280,299,0.0049,0.0012,0.406,0.672,0.0004,0.477,0.0055,2.1,13,57.2,Watch,False
CRE0002,Parenting & Family,Twitter/X,41,2026-01-01,98241,260,0.0058,0.0008,0.442,0.731,0.0003,0.41,0.0046,4.9,20,64.5,Watch,False
CRE0002,Parenting & Family,Twitter/X,42,2026-01-08,98370,389,0.0061,0.0012,0.333,0.798,0.0004,0.322,0.0073,2.2,5,49.9,Alert,False
CRE0002,Parenting & Family,Twitter/X,43,2026-01-15,97602,-379,0.006,0.0016,0.418,0.868,0.0003,0.477,0.0049,3.1,17,64.5,Watch,False
CRE0002,Parenting & Family,Twitter/X,44,2026-01-22,98142,161,0.0054,0.0013,0.407,0.605,0.0003,0.375,0.0075,4.7,2,56.1,Watch,False
CRE0002,Parenting & Family,Twitter/X,45,2026-01-29,96152,-1829,0.0057,0.0008,0.329,0.826,0.0003,0.253,0.0022,5.3,6,58.7,Watch,False
CRE0002,Parenting & Family,Twitter/X,46,2026-02-05,98187,206,0.0057,0.0017,0.365,0.921,0.0004,0.349,0.0048,2.0,11,57.0,Watch,False
CRE0002,Parenting & Family,Twitter/X,47,2026-02-12,97788,-193,0.0054,0.0006,0.347,0.798,0.0007,0.511,0.0043,2.5,14,59.3,Watch,False
CRE0002,Parenting & Family,Twitter/X,48,2026-02-19,98567,586,0.0057,0.0015,0.487,0.673,0.0008,0.281,0.0078,2.2,1,53.4,Alert,False
CRE0002,Parenting & Family,Twitter/X,49,2026-02-26,96684,-1297,0.0057,0.0006,0.464,0.634,0.0008,0.518,0.0047,4.4,21,65.2,Watch,False
CRE0002,Parenting & Family,Twitter/X,50,2026-03-05,97026,-955,0.0052,0.0013,0.419,0.816,0.0006,0.523,0.0038,4.7,13,68.4,Watch,False
CRE0002,Parenting & Family,Twitter/X,51,2026-03-12,97736,-245,0.0058,0.0016,0.426,0.636,0.0008,0.528,0.0065,2.3,20,57.8,Watch,False
CRE0002,Parenting & Family,Twitter/X,52,2026-03-19,97969,-12,0.0053,0.0015,0.452,0.537,0.0004,0.259,0.0042,5.9,3,57.5,Watch,False
CRE0003,Comedy & Entertainment,Substack,1,2025-03-27,477325,-617,0.5961,0.1056,0.358,0.608,0.0583,0.33,0.0047,5.4,20,75.3,Safe,False
CRE0003,Comedy & Entertainment,Substack,2,2025-04-03,481372,3430,0.574,0.1421,0.386,0.694,0.0289,0.446,0.006,4.5,16,79.6,Safe,False
CRE0003,Comedy & Entertainment,Substack,3,2025-04-10,484956,7014,0.5714,0.0951,0.338,0.715,0.0733,0.322,0.002,4.3,21,77.5,Safe,False
CRE0003,Comedy & Entertainment,Substack,4,2025-04-17,484018,6076,0.5139,0.0546,0.333,0.711,0.0503,0.348,0.0025,5.8,17,78.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,5,2025-04-24,482779,4837,0.6142,0.1126,0.488,0.599,0.0481,0.374,0.0028,5.4,9,84.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,6,2025-05-01,477135,-807,0.5921,0.1773,0.327,0.91,0.035,0.467,0.006,4.9,9,82.4,Safe,False
CRE0003,Comedy & Entertainment,Substack,7,2025-05-08,486644,8702,0.6252,0.1234,0.46,0.743,0.0588,0.255,0.0078,5.5,8,77.7,Safe,False
CRE0003,Comedy & Entertainment,Substack,8,2025-05-15,481036,3094,0.6091,0.0657,0.391,0.769,0.0318,0.512,0.0063,1.6,17,76.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,9,2025-05-22,473587,-4355,0.6122,0.1125,0.509,0.644,0.075,0.45,0.0017,3.7,16,87.1,Safe,False
CRE0003,Comedy & Entertainment,Substack,10,2025-05-29,484451,6509,0.5564,0.0713,0.372,0.741,0.0462,0.255,0.0063,5.7,14,74.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,11,2025-06-05,481717,3775,0.6299,0.0814,0.361,0.813,0.0803,0.525,0.0075,2.5,19,76.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,12,2025-06-12,476557,-1385,0.6002,0.1545,0.529,0.763,0.0495,0.261,0.0047,5.0,10,83.4,Safe,False
CRE0003,Comedy & Entertainment,Substack,13,2025-06-19,479992,2050,0.6108,0.1314,0.398,0.571,0.0519,0.381,0.0045,5.3,5,78.2,Safe,False
CRE0003,Comedy & Entertainment,Substack,14,2025-06-26,482899,4957,0.4929,0.1087,0.412,0.753,0.0292,0.287,0.0039,1.8,18,74.0,Safe,False
CRE0003,Comedy & Entertainment,Substack,15,2025-07-03,478217,275,0.5549,0.0822,0.389,0.563,0.0541,0.515,0.008,5.0,8,77.7,Safe,False
CRE0003,Comedy & Entertainment,Substack,16,2025-07-10,470884,-7058,0.6418,0.1236,0.389,0.721,0.053,0.277,0.0051,3.3,8,73.7,Safe,False
CRE0003,Comedy & Entertainment,Substack,17,2025-07-17,482895,4953,0.576,0.068,0.436,0.723,0.068,0.538,0.0072,5.5,11,84.1,Safe,False
CRE0003,Comedy & Entertainment,Substack,18,2025-07-24,477341,-601,0.5013,0.0835,0.374,0.857,0.0553,0.453,0.0011,4.0,2,86.3,Safe,False
CRE0003,Comedy & Entertainment,Substack,19,2025-07-31,478320,378,0.6409,0.1281,0.322,0.873,0.0323,0.527,0.0036,1.6,2,78.2,Safe,False
CRE0003,Comedy & Entertainment,Substack,20,2025-08-07,492620,14678,0.6368,0.1532,0.454,0.572,0.0864,0.488,0.0016,4.3,4,85.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,21,2025-08-14,476856,-1086,0.5794,0.1207,0.327,1.0,0.0864,0.482,0.0031,1.6,2,80.9,Safe,False
CRE0003,Comedy & Entertainment,Substack,22,2025-08-21,474538,-3404,0.5768,0.1586,0.395,0.898,0.0462,0.464,0.0037,1.8,10,81.5,Safe,False
CRE0003,Comedy & Entertainment,Substack,23,2025-08-28,478187,245,0.4929,0.0657,0.36,0.561,0.0437,0.279,0.0076,3.9,19,67.8,Watch,False
CRE0003,Comedy & Entertainment,Substack,24,2025-09-04,479208,1266,0.4926,0.1295,0.392,0.751,0.0638,0.487,0.0054,5.1,6,83.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,25,2025-09-11,482677,4735,0.5747,0.0812,0.477,0.748,0.0745,0.445,0.0067,5.1,18,85.5,Safe,False
CRE0003,Comedy & Entertainment,Substack,26,2025-09-18,472498,-5444,0.5998,0.1736,0.456,0.744,0.0577,0.381,0.0062,4.6,20,82.1,Safe,False
CRE0003,Comedy & Entertainment,Substack,27,2025-09-25,488125,10183,0.6377,0.1458,0.499,0.738,0.0515,0.291,0.0044,5.9,10,84.0,Safe,False
CRE0003,Comedy & Entertainment,Substack,28,2025-10-02,477380,-562,0.4828,0.0961,0.39,0.714,0.028,0.544,0.0076,5.7,16,81.2,Safe,False
CRE0003,Comedy & Entertainment,Substack,29,2025-10-09,484347,6405,0.6288,0.1855,0.414,0.626,0.0763,0.291,0.0036,2.8,19,73.9,Safe,False
CRE0003,Comedy & Entertainment,Substack,30,2025-10-16,477980,38,0.5105,0.0859,0.315,0.746,0.0302,0.321,0.0037,2.4,11,71.4,Safe,False
CRE0003,Comedy & Entertainment,Substack,31,2025-10-23,478968,1026,0.6316,0.1298,0.394,0.74,0.0449,0.307,0.0056,1.5,13,71.1,Safe,False
CRE0003,Comedy & Entertainment,Substack,32,2025-10-30,488576,10634,0.635,0.0772,0.495,0.824,0.0473,0.292,0.0024,5.9,13,87.6,Safe,False
CRE0003,Comedy & Entertainment,Substack,33,2025-11-06,485234,7292,0.5616,0.1335,0.456,0.741,0.0815,0.534,0.0062,3.2,20,82.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,34,2025-11-13,485205,7263,0.4948,0.0611,0.542,0.826,0.0715,0.415,0.0056,1.7,15,81.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,35,2025-11-20,484184,6242,0.5812,0.0829,0.424,0.75,0.067,0.269,0.0046,4.4,2,78.5,Safe,False
CRE0003,Comedy & Entertainment,Substack,36,2025-11-27,475867,-2075,0.6419,0.1684,0.36,0.729,0.0332,0.477,0.0073,2.2,18,74.0,Safe,False
CRE0003,Comedy & Entertainment,Substack,37,2025-12-04,479445,1503,0.551,0.1565,0.411,0.579,0.0576,0.33,0.0024,2.9,20,75.4,Safe,False
CRE0003,Comedy & Entertainment,Substack,38,2025-12-11,484017,6075,0.5535,0.1643,0.298,0.723,0.0557,0.418,0.0035,3.9,14,76.2,Safe,False
CRE0003,Comedy & Entertainment,Substack,39,2025-12-18,491757,13815,0.5644,0.1638,0.361,0.655,0.054,0.417,0.005,2.3,9,73.3,Safe,False
CRE0003,Comedy & Entertainment,Substack,40,2025-12-25,477000,-942,0.6396,0.1479,0.443,0.833,0.095,0.466,0.0029,2.7,18,85.3,Safe,False
CRE0003,Comedy & Entertainment,Substack,41,2026-01-01,478001,59,0.5134,0.1307,0.453,0.73,0.0277,0.395,0.0036,5.9,4,85.5,Safe,False
CRE0003,Comedy & Entertainment,Substack,42,2026-01-08,486452,8510,0.5761,0.1213,0.382,0.814,0.06,0.415,0.0069,2.4,12,75.7,Safe,False
CRE0003,Comedy & Entertainment,Substack,43,2026-01-15,483208,5266,0.5141,0.1206,0.421,0.63,0.0577,0.357,0.0046,3.4,16,76.6,Safe,False
CRE0003,Comedy & Entertainment,Substack,44,2026-01-22,479912,1970,0.491,0.0733,0.392,0.694,0.0681,0.539,0.0033,3.4,18,82.0,Safe,False
CRE0003,Comedy & Entertainment,Substack,45,2026-01-29,489564,11622,0.6207,0.1667,0.399,0.67,0.0569,0.315,0.0034,3.5,16,76.4,Safe,False
CRE0003,Comedy & Entertainment,Substack,46,2026-02-05,479439,1497,0.5624,0.1665,0.4,0.792,0.0734,0.536,0.003,4.5,12,86.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,47,2026-02-12,477211,-731,0.5452,0.1273,0.439,0.706,0.0651,0.49,0.006,3.6,1,82.0,Safe,False
CRE0003,Comedy & Entertainment,Substack,48,2026-02-19,475652,-2290,0.4981,0.1364,0.426,0.776,0.0356,0.442,0.0073,5.6,13,82.8,Safe,False
CRE0003,Comedy & Entertainment,Substack,49,2026-02-26,479249,1307,0.4837,0.1375,0.303,0.694,0.0326,0.516,0.0051,5.1,11,78.9,Safe,False
CRE0003,Comedy & Entertainment,Substack,50,2026-03-05,487391,9449,0.5309,0.0993,0.433,0.745,0.0538,0.545,0.0047,4.7,21,86.2,Safe,False
CRE0003,Comedy & Entertainment,Substack,51,2026-03-12,476730,-1212,0.5489,0.1386,0.351,0.696,0.0452,0.474,0.0041,3.9,4,79.4,Safe,False
CRE0003,Comedy & Entertainment,Substack,52,2026-03-19,477314,-628,0.5555,0.1331,0.437,0.747,0.056,0.448,0.0076,5.8,20,82.6,Safe,False
CRE0004,Technology & Software,Instagram,1,2025-03-27,272217,-70,0.0348,0.0054,0.323,0.494,0.0025,0.339,0.001,4.7,14,56.8,Watch,False
CRE0004,Technology & Software,Instagram,2,2025-04-03,276196,3909,0.0305,0.0051,0.427,0.673,0.0045,0.497,0.0024,5.2,9,69.4,Watch,False
CRE0004,Technology & Software,Instagram,3,2025-04-10,280411,8124,0.0378,0.0112,0.249,0.667,0.0045,0.46,0.0054,3.4,7,55.5,Watch,False
CRE0004,Technology & Software,Instagram,4,2025-04-17,273922,1635,0.0309,0.0092,0.359,0.85,0.0016,0.294,0.0073,5.2,1,60.2,Watch,False
CRE0004,Technology & Software,Instagram,5,2025-04-24,276885,4598,0.0388,0.0114,0.489,0.759,0.0026,0.526,0.0013,4.7,16,77.3,Safe,False
CRE0004,Technology & Software,Instagram,6,2025-05-01,275165,2878,0.0389,0.0088,0.385,0.817,0.0046,0.334,0.002,1.6,9,60.3,Watch,False
CRE0004,Technology & Software,Instagram,7,2025-05-08,276657,4370,0.0308,0.0063,0.495,0.627,0.003,0.37,0.0062,1.7,16,58.1,Watch,False
CRE0004,Technology & Software,Instagram,8,2025-05-15,275683,3396,0.0357,0.0056,0.332,0.78,0.0044,0.282,0.0074,5.2,4,55.5,Watch,False
CRE0004,Technology & Software,Instagram,9,2025-05-22,269826,-2461,0.04,0.0103,0.44,0.849,0.005,0.427,0.0047,4.8,17,70.8,Safe,False
